Control Family,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
Maintenance Personnel,NIST SP 800-53 Rev. 5 MA-5,Shared,---,---,---,---,
Maintenance Personnel,NIST SP 800-53 Rev. 5 MA-5,Shared,Designate personnel to supervise unauthorized maintenance activities,CMA_C1422 - Designate personnel to supervise unauthorized maintenance activities,"Manual, Disabled",1:00:00,7a489c62-242c-5db9-74df-c073056d6fa3)
Maintenance Personnel,NIST SP 800-53 Rev. 5 MA-5,Shared,Maintain list of authorized remote maintenance personnel,CMA_C1420 - Maintain list of authorized remote maintenance personnel,"Manual, Disabled",1:00:00,4ce91e4e-6dab-3c46-011a-aa14ae1561bf)
Maintenance Personnel,NIST SP 800-53 Rev. 5 MA-5,Shared,Manage maintenance personnel,CMA_C1421 - Manage maintenance personnel,"Manual, Disabled",1:00:00,b273f1e3-79e7-13ee-5b5d-dca6c66c3d5d)
Individuals Without Appropriate Access,NIST SP 800-53 Rev. 5 MA-5 (1),Shared,---,---,---,---,
Individuals Without Appropriate Access,NIST SP 800-53 Rev. 5 MA-5 (1),Shared,Employ a media sanitization mechanism,CMA_0208 - Employ a media sanitization mechanism,"Manual, Disabled",1:00:00,eaaae23f-92c9-4460-51cf-913feaea4d52)
Individuals Without Appropriate Access,NIST SP 800-53 Rev. 5 MA-5 (1),Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Timely Maintenance,NIST SP 800-53 Rev. 5 MA-6,Shared,---,---,---,---,
Timely Maintenance,NIST SP 800-53 Rev. 5 MA-6,Shared,Provide timely maintenance support,CMA_C1425 - Provide timely maintenance support,"Manual, Disabled",1:00:00,eb598832-4bcc-658d-4381-3ecbe17b9866)
Policy and Procedures,NIST SP 800-53 Rev. 5 MP-1,Shared,---,---,---,---,
Policy and Procedures,NIST SP 800-53 Rev. 5 MP-1,Shared,Review and update media protection policies and procedures,CMA_C1427 - Review and update media protection policies and procedures,"Manual, Disabled",1:00:00,b4e19d22-8c0e-7cad-3219-c84c62dc250f)
Media Access,NIST SP 800-53 Rev. 5 MP-2,Shared,---,---,---,---,
Media Access,NIST SP 800-53 Rev. 5 MP-2,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Media Marking,NIST SP 800-53 Rev. 5 MP-3,Shared,---,---,---,---,
Media Marking,NIST SP 800-53 Rev. 5 MP-3,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Media Storage,NIST SP 800-53 Rev. 5 MP-4,Shared,---,---,---,---,
Media Storage,NIST SP 800-53 Rev. 5 MP-4,Shared,Employ a media sanitization mechanism,CMA_0208 - Employ a media sanitization mechanism,"Manual, Disabled",1:00:00,eaaae23f-92c9-4460-51cf-913feaea4d52)
Media Storage,NIST SP 800-53 Rev. 5 MP-4,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Media Transport,NIST SP 800-53 Rev. 5 MP-5,Shared,---,---,---,---,
Media Transport,NIST SP 800-53 Rev. 5 MP-5,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Media Transport,NIST SP 800-53 Rev. 5 MP-5,Shared,Manage the transportation of assets,CMA_0370 - Manage the transportation of assets,"Manual, Disabled",1:00:00,4ac81669-00e2-9790-8648-71bc11bc91eb)
Media Sanitization,NIST SP 800-53 Rev. 5 MP-6,Shared,---,---,---,---,
Media Sanitization,NIST SP 800-53 Rev. 5 MP-6,Shared,Employ a media sanitization mechanism,CMA_0208 - Employ a media sanitization mechanism,"Manual, Disabled",1:00:00,eaaae23f-92c9-4460-51cf-913feaea4d52)
Media Sanitization,NIST SP 800-53 Rev. 5 MP-6,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
"Review, Approve, Track, Document, and Verify",NIST SP 800-53 Rev. 5 MP-6 (1),Shared,---,---,---,---,
"Review, Approve, Track, Document, and Verify",NIST SP 800-53 Rev. 5 MP-6 (1),Shared,Employ a media sanitization mechanism,CMA_0208 - Employ a media sanitization mechanism,"Manual, Disabled",1:00:00,eaaae23f-92c9-4460-51cf-913feaea4d52)
"Review, Approve, Track, Document, and Verify",NIST SP 800-53 Rev. 5 MP-6 (1),Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Equipment Testing,NIST SP 800-53 Rev. 5 MP-6 (2),Shared,---,---,---,---,
Equipment Testing,NIST SP 800-53 Rev. 5 MP-6 (2),Shared,Employ a media sanitization mechanism,CMA_0208 - Employ a media sanitization mechanism,"Manual, Disabled",1:00:00,eaaae23f-92c9-4460-51cf-913feaea4d52)
Equipment Testing,NIST SP 800-53 Rev. 5 MP-6 (2),Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Media Use,NIST SP 800-53 Rev. 5 MP-7,Shared,---,---,---,---,
Media Use,NIST SP 800-53 Rev. 5 MP-7,Shared,Block untrusted and unsigned processes that run from USB,CMA_0050 - Block untrusted and unsigned processes that run from USB,"Manual, Disabled",1:00:00,3d399cf3-8fc6-0efc-6ab0-1412f1198517)
Media Use,NIST SP 800-53 Rev. 5 MP-7,Shared,Control use of portable storage devices,CMA_0083 - Control use of portable storage devices,"Manual, Disabled",1:00:00,36b74844-4a99-4c80-1800-b18a516d1585)
Media Use,NIST SP 800-53 Rev. 5 MP-7,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Media Use,NIST SP 800-53 Rev. 5 MP-7,Shared,Restrict media use,CMA_0450 - Restrict media use,"Manual, Disabled",1:00:00,6122970b-8d4a-7811-0278-4c6c68f61e4f)
Policy and Procedures,NIST SP 800-53 Rev. 5 PE-1,Shared,---,---,---,---,
Policy and Procedures,NIST SP 800-53 Rev. 5 PE-1,Shared,Review and update physical and environmental policies and procedures,CMA_C1446 - Review and update physical and environmental policies and procedures,"Manual, Disabled",1:00:00,91cf132e-0c9f-37a8-a523-dc6a92cd2fb2)
Physical Access Authorizations,NIST SP 800-53 Rev. 5 PE-2,Shared,---,---,---,---,
Physical Access Authorizations,NIST SP 800-53 Rev. 5 PE-2,Shared,Control physical access,CMA_0081 - Control physical access,"Manual, Disabled",1:00:00,55a7f9a0-6397-7589-05ef-5ed59a8149e7)
Physical Access Control,NIST SP 800-53 Rev. 5 PE-3,Shared,---,---,---,---,
Physical Access Control,NIST SP 800-53 Rev. 5 PE-3,Shared,Control physical access,CMA_0081 - Control physical access,"Manual, Disabled",1:00:00,55a7f9a0-6397-7589-05ef-5ed59a8149e7)
Physical Access Control,NIST SP 800-53 Rev. 5 PE-3,Shared,Define a physical key management process,CMA_0115 - Define a physical key management process,"Manual, Disabled",1:00:00,51e4b233-8ee3-8bdc-8f5f-f33bd0d229b7)
Physical Access Control,NIST SP 800-53 Rev. 5 PE-3,Shared,Establish and maintain an asset inventory,CMA_0266 - Establish and maintain an asset inventory,"Manual, Disabled",1:00:00,27965e62-141f-8cca-426f-d09514ee5216)
Physical Access Control,NIST SP 800-53 Rev. 5 PE-3,Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Access Control for Transmission,NIST SP 800-53 Rev. 5 PE-4,Shared,---,---,---,---,
Access Control for Transmission,NIST SP 800-53 Rev. 5 PE-4,Shared,Control physical access,CMA_0081 - Control physical access,"Manual, Disabled",1:00:00,55a7f9a0-6397-7589-05ef-5ed59a8149e7)
Access Control for Transmission,NIST SP 800-53 Rev. 5 PE-4,Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Access Control for Output Devices,NIST SP 800-53 Rev. 5 PE-5,Shared,---,---,---,---,
Access Control for Output Devices,NIST SP 800-53 Rev. 5 PE-5,Shared,Control physical access,CMA_0081 - Control physical access,"Manual, Disabled",1:00:00,55a7f9a0-6397-7589-05ef-5ed59a8149e7)
Access Control for Output Devices,NIST SP 800-53 Rev. 5 PE-5,Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Access Control for Output Devices,NIST SP 800-53 Rev. 5 PE-5,Shared,"Manage the input, output, processing, and storage of data","CMA_0369 - Manage the input, output, processing, and storage of data","Manual, Disabled",1:00:00,e603da3a-8af7-4f8a-94cb-1bcc0e0333d2)
Intrusion Alarms and Surveillance Equipment,NIST SP 800-53 Rev. 5 PE-6 (1),Shared,---,---,---,---,
Intrusion Alarms and Surveillance Equipment,NIST SP 800-53 Rev. 5 PE-6 (1),Shared,Install an alarm system,CMA_0338 - Install an alarm system,"Manual, Disabled",1:00:00,aa0ddd99-43eb-302d-3f8f-42b499182960)
Intrusion Alarms and Surveillance Equipment,NIST SP 800-53 Rev. 5 PE-6 (1),Shared,Manage a secure surveillance camera system,CMA_0354 - Manage a secure surveillance camera system,"Manual, Disabled",1:00:00,f2222056-062d-1060-6dc2-0107a68c34b2)
Visitor Access Records,NIST SP 800-53 Rev. 5 PE-8,Shared,---,---,---,---,
Visitor Access Records,NIST SP 800-53 Rev. 5 PE-8,Shared,Control physical access,CMA_0081 - Control physical access,"Manual, Disabled",1:00:00,55a7f9a0-6397-7589-05ef-5ed59a8149e7)
Visitor Access Records,NIST SP 800-53 Rev. 5 PE-8,Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Emergency Lighting,NIST SP 800-53 Rev. 5 PE-12,Shared,---,---,---,---,
Emergency Lighting,NIST SP 800-53 Rev. 5 PE-12,Shared,Employ automatic emergency lighting,CMA_0209 - Employ automatic emergency lighting,"Manual, Disabled",1:00:00,aa892c0d-2c40-200c-0dd8-eac8c4748ede)
Fire Protection,NIST SP 800-53 Rev. 5 PE-13,Shared,---,---,---,---,
Fire Protection,NIST SP 800-53 Rev. 5 PE-13,Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Detection Systems ??? Automatic Activation and Notification,NIST SP 800-53 Rev. 5 PE-13 (1),Shared,---,---,---,---,
Detection Systems ??? Automatic Activation and Notification,NIST SP 800-53 Rev. 5 PE-13 (1),Shared,Implement a penetration testing methodology,CMA_0306 - Implement a penetration testing methodology,"Manual, Disabled",1:00:00,c2eabc28-1e5c-78a2-a712-7cc176c44c07)
Detection Systems ??? Automatic Activation and Notification,NIST SP 800-53 Rev. 5 PE-13 (1),Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Detection Systems ??? Automatic Activation and Notification,NIST SP 800-53 Rev. 5 PE-13 (1),Shared,Run simulation attacks,CMA_0486 - Run simulation attacks,"Manual, Disabled",1:00:00,a8f9c283-9a66-3eb3-9e10-bdba95b85884)
Suppression Systems ??? Automatic Activation and Notification,NIST SP 800-53 Rev. 5 PE-13 (2),Shared,---,---,---,---,
Suppression Systems ??? Automatic Activation and Notification,NIST SP 800-53 Rev. 5 PE-13 (2),Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Environmental Controls,NIST SP 800-53 Rev. 5 PE-14,Shared,---,---,---,---,
Environmental Controls,NIST SP 800-53 Rev. 5 PE-14,Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Monitoring with Alarms and Notifications,NIST SP 800-53 Rev. 5 PE-14 (2),Shared,---,---,---,---,
Monitoring with Alarms and Notifications,NIST SP 800-53 Rev. 5 PE-14 (2),Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Monitoring with Alarms and Notifications,NIST SP 800-53 Rev. 5 PE-14 (2),Shared,Install an alarm system,CMA_0338 - Install an alarm system,"Manual, Disabled",1:00:00,aa0ddd99-43eb-302d-3f8f-42b499182960)
Water Damage Protection,NIST SP 800-53 Rev. 5 PE-15,Shared,---,---,---,---,
Water Damage Protection,NIST SP 800-53 Rev. 5 PE-15,Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Delivery and Removal,NIST SP 800-53 Rev. 5 PE-16,Shared,---,---,---,---,
Delivery and Removal,NIST SP 800-53 Rev. 5 PE-16,Shared,Define requirements for managing assets,CMA_0125 - Define requirements for managing assets,"Manual, Disabled",1:00:00,25a1f840-65d0-900a-43e4-bee253de04de)
Delivery and Removal,NIST SP 800-53 Rev. 5 PE-16,Shared,Manage the transportation of assets,CMA_0370 - Manage the transportation of assets,"Manual, Disabled",1:00:00,4ac81669-00e2-9790-8648-71bc11bc91eb)
Alternate Work Site,NIST SP 800-53 Rev. 5 PE-17,Shared,---,---,---,---,
Alternate Work Site,NIST SP 800-53 Rev. 5 PE-17,Shared,Implement controls to secure alternate work sites,CMA_0315 - Implement controls to secure alternate work sites,"Manual, Disabled",1:00:00,cd36eeec-67e7-205a-4b64-dbfe3b4e3e4e)
Location of System Components,NIST SP 800-53 Rev. 5 PE-18,Shared,---,---,---,---,
Location of System Components,NIST SP 800-53 Rev. 5 PE-18,Shared,"Implement physical security for offices, working areas, and secure areas","CMA_0323 - Implement physical security for offices, working areas, and secure areas","Manual, Disabled",1:00:00,05ec66a2-137c-14b8-8e75-3d7a2bef07f8)
Policy and Procedures,NIST SP 800-53 Rev. 5 PL-1,Shared,---,---,---,---,
Policy and Procedures,NIST SP 800-53 Rev. 5 PL-1,Shared,Review and update planning policies and procedures,CMA_C1491 - Review and update planning policies and procedures,"Manual, Disabled",1:00:00,28aa060e-25c7-6121-05d8-a846f11433df)
System Security and Privacy Plans,NIST SP 800-53 Rev. 5 PL-2,Shared,---,---,---,---,
System Security and Privacy Plans,NIST SP 800-53 Rev. 5 PL-2,Shared,Develop and establish a system security plan,CMA_0151 - Develop and establish a system security plan,"Manual, Disabled",1:00:00,b2ea1058-8998-3dd1-84f1-82132ad482fd)
System Security and Privacy Plans,NIST SP 800-53 Rev. 5 PL-2,Shared,Develop information security policies and procedures,CMA_0158 - Develop information security policies and procedures,"Manual, Disabled",1:00:00,af227964-5b8b-22a2-9364-06d2cb9d6d7c)
System Security and Privacy Plans,NIST SP 800-53 Rev. 5 PL-2,Shared,Develop SSP that meets criteria,CMA_C1492 - Develop SSP that meets criteria,"Manual, Disabled",1:00:00,6b957f60-54cd-5752-44d5-ff5a64366c93)
System Security and Privacy Plans,NIST SP 800-53 Rev. 5 PL-2,Shared,Establish a privacy program,CMA_0257 - Establish a privacy program,"Manual, Disabled",1:00:00,39eb03c1-97cc-11ab-0960-6209ed2869f7)
System Security and Privacy Plans,NIST SP 800-53 Rev. 5 PL-2,Shared,Establish security requirements for the manufacturing of connected devices,CMA_0279 - Establish security requirements for the manufacturing of connected devices,"Manual, Disabled",1:00:00,afbecd30-37ee-a27b-8e09-6ac49951a0ee)
