Control Family,Control Title,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
5 Logging and Monitoring,Ensure that logging for Azure KeyVault is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 5.1.5,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that logging for Azure KeyVault is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 5.1.5,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
5 Logging and Monitoring,Ensure that logging for Azure KeyVault is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 5.1.5,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
5 Logging and Monitoring,Ensure that logging for Azure KeyVault is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 5.1.5,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
5 Logging and Monitoring,Ensure that logging for Azure KeyVault is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 5.1.5,Shared,Resource logs in Key Vault should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes when a security incident occurs or when your network is compromised,"AuditIfNotExists, Disabled",5:00:00,cf820ca0-f99e-4f3e-84fb-66e913812d21)
5 Logging and Monitoring,Ensure that logging for Azure KeyVault is 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 5.1.5,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.1,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.1,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.1,Shared,An activity log alert should exist for specific Policy operations,This policy audits specific Policy operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",3:00:00,c5447c04-a4d7-4ba8-a263-c9ee321a6858)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.1,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.1,Shared,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"Manual, Disabled",1:00:00,af38215f-70c4-0cd6-40c2-c52d86690a45)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.2,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.2,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.2,Shared,An activity log alert should exist for specific Policy operations,This policy audits specific Policy operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",3:00:00,c5447c04-a4d7-4ba8-a263-c9ee321a6858)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.2,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Policy Assignment,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.2,Shared,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"Manual, Disabled",1:00:00,af38215f-70c4-0cd6-40c2-c52d86690a45)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.3,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.3,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.3,Shared,An activity log alert should exist for specific Administrative operations,This policy audits specific Administrative operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",1:00:00,b954148f-4c11-4c38-8221-be76711e194a)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.3,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.3,Shared,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"Manual, Disabled",1:00:00,af38215f-70c4-0cd6-40c2-c52d86690a45)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.4,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.4,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.4,Shared,An activity log alert should exist for specific Administrative operations,This policy audits specific Administrative operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",1:00:00,b954148f-4c11-4c38-8221-be76711e194a)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.4,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Network Security Group,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.4,Shared,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"Manual, Disabled",1:00:00,af38215f-70c4-0cd6-40c2-c52d86690a45)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.5,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.5,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.5,Shared,An activity log alert should exist for specific Administrative operations,This policy audits specific Administrative operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",1:00:00,b954148f-4c11-4c38-8221-be76711e194a)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.5,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.5,Shared,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"Manual, Disabled",1:00:00,af38215f-70c4-0cd6-40c2-c52d86690a45)
5 Logging and Monitoring,Ensure that activity log alert exists for the Delete Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.6,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that activity log alert exists for the Delete Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.6,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
5 Logging and Monitoring,Ensure that activity log alert exists for the Delete Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.6,Shared,An activity log alert should exist for specific Administrative operations,This policy audits specific Administrative operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",1:00:00,b954148f-4c11-4c38-8221-be76711e194a)
5 Logging and Monitoring,Ensure that activity log alert exists for the Delete Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.6,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
5 Logging and Monitoring,Ensure that activity log alert exists for the Delete Network Security Group Rule,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.6,Shared,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"Manual, Disabled",1:00:00,af38215f-70c4-0cd6-40c2-c52d86690a45)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Security Solution,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.7,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Security Solution,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.7,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Security Solution,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.7,Shared,An activity log alert should exist for specific Security operations,This policy audits specific Security operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",1:00:00,3b980d31-7904-4bb7-8575-5665739a8052)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Security Solution,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.7,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Create or Update Security Solution,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.7,Shared,Set automated notifications for new and trending cloud applications in your organization,CMA_0495 - Set automated notifications for new and trending cloud applications in your organization,"Manual, Disabled",1:00:00,af38215f-70c4-0cd6-40c2-c52d86690a45)
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Security Solution,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.8,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that Activity Log Alert exists for Delete Security Solution,CIS Microsoft Azure Foundations Benchmark recommendation 5.2.8,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
